OTAU000001-RA	0
OTAU000002-RA	281
OTAU000003-RA	300
OTAU000004-RA	14
OTAU000005-RA	48
OTAU000006-RA	15
OTAU000007-RA	1
OTAU000008-RA	366
OTAU000009-RA	716
OTAU000010-RA	5
OTAU000011-RA	0
OTAU000012-RA	137
OTAU000013-RA	74
OTAU000014-RA	31
OTAU000015-RA	1248
OTAU000016-RA	196
OTAU000017-RA	30
OTAU000018-RA	20
OTAU000019-RA	6
OTAU000020-RA	2
OTAU000021-RA	44
OTAU000022-RA	55
OTAU000023-RA	0
OTAU000024-RA	342
OTAU000025-RA	437
OTAU000026-RA	0
OTAU000027-RA	19
OTAU000028-RA	8
OTAU000029-RA	304
OTAU000030-RA	4953
OTAU000031-RA	113
OTAU000032-RA	160
OTAU000033-RA	79
OTAU000034-RA	8
OTAU000035-RA	244
OTAU000036-RA	44
OTAU000037-RA	46
OTAU000038-RA	19
OTAU000039-RA	0
OTAU000040-RA	0
OTAU000041-RA	110
OTAU000042-RA	46
OTAU000043-RA	445
OTAU000044-RA	86
OTAU000045-RA	149
OTAU000046-RA	115
OTAU000047-RA	12131
OTAU000048-RA	4
OTAU000049-RA	179
OTAU000050-RA	111
OTAU000051-RA	92
OTAU000052-RA	846
OTAU000053-RA	0
OTAU000054-RA	2038
OTAU000055-RA	69
OTAU000056-RA	100
OTAU000057-RA	471
OTAU000058-RA	283
OTAU000059-RA	170
OTAU000060-RA	44
OTAU000061-RA	132
OTAU000062-RA	181
OTAU000063-RA	69
OTAU000064-RA	190
OTAU000065-RA	9
OTAU000066-RA	87
OTAU000067-RA	7
OTAU000068-RA	74
OTAU000069-RA	11
OTAU000070-RA	11
OTAU000071-RA	1
OTAU000072-RA	1
OTAU000073-RA	11
OTAU000074-RA	95
OTAU000075-RA	22
OTAU000076-RA	0
OTAU000077-RA	121
OTAU000078-RA	0
OTAU000079-RA	112
OTAU000080-RA	106
OTAU000081-RA	137
OTAU000082-RA	251
OTAU000083-RA	9
OTAU000084-RA	85
OTAU000085-RA	409
OTAU000086-RA	25
OTAU000087-RA	16
OTAU000088-RA	4
OTAU000089-RA	357
OTAU000090-RA	206
OTAU000091-RA	321
OTAU000092-RA	88
OTAU000093-RA	129
OTAU000094-RA	164
OTAU000095-RA	95
OTAU000096-RA	93
OTAU000097-RA	474
OTAU000098-RA	11
OTAU000099-RA	547
OTAU000100-RA	84
OTAU000101-RA	574
OTAU000102-RA	45
OTAU000103-RA	292
OTAU000104-RA	10
OTAU000105-RA	77
OTAU000106-RA	77
OTAU000107-RA	351
OTAU000108-RA	1485
OTAU000109-RA	92
OTAU000110-RA	94
OTAU000111-RA	1423
OTAU000112-RA	39
OTAU000113-RA	235
OTAU000114-RA	0
OTAU000115-RA	149
OTAU000116-RA	125
OTAU000117-RA	55
OTAU000118-RA	0
OTAU000119-RA	0
OTAU000120-RA	1310
OTAU000121-RA	287
OTAU000122-RA	299
OTAU000123-RA	5
OTAU000124-RA	2089
