OTAU000001-RA	0
OTAU000002-RA	951
OTAU000003-RA	1894
OTAU000004-RA	4
OTAU000005-RA	44
OTAU000006-RA	84
OTAU000007-RA	1
OTAU000008-RA	1709
OTAU000009-RA	884
OTAU000010-RA	12
OTAU000011-RA	0
OTAU000012-RA	96
OTAU000013-RA	661
OTAU000014-RA	35
OTAU000015-RA	3180
OTAU000016-RA	1510
OTAU000017-RA	380
OTAU000018-RA	125
OTAU000019-RA	139
OTAU000020-RA	0
OTAU000021-RA	142
OTAU000022-RA	205
OTAU000023-RA	0
OTAU000024-RA	2508
OTAU000025-RA	1493
OTAU000026-RA	0
OTAU000027-RA	92
OTAU000028-RA	4
OTAU000029-RA	538
OTAU000030-RA	12500
OTAU000031-RA	853
OTAU000032-RA	978
OTAU000033-RA	228
OTAU000034-RA	2
OTAU000035-RA	804
OTAU000036-RA	299
OTAU000037-RA	419
OTAU000038-RA	170
OTAU000039-RA	0
OTAU000040-RA	0
OTAU000041-RA	476
OTAU000042-RA	236
OTAU000043-RA	2309
OTAU000044-RA	12
OTAU000045-RA	759
OTAU000046-RA	269
OTAU000047-RA	2954
OTAU000048-RA	3
OTAU000049-RA	0
OTAU000050-RA	294
OTAU000051-RA	126
OTAU000052-RA	1919
OTAU000053-RA	0
OTAU000054-RA	965
OTAU000055-RA	664
OTAU000056-RA	1153
OTAU000057-RA	2063
OTAU000058-RA	29
OTAU000059-RA	901
OTAU000060-RA	405
OTAU000061-RA	653
OTAU000062-RA	904
OTAU000063-RA	131
OTAU000064-RA	8
OTAU000065-RA	10
OTAU000066-RA	270
OTAU000067-RA	20
OTAU000068-RA	102
OTAU000069-RA	15
OTAU000070-RA	54
OTAU000071-RA	22
OTAU000072-RA	3
OTAU000073-RA	130
OTAU000074-RA	1682
OTAU000075-RA	59
OTAU000076-RA	2
OTAU000077-RA	71
OTAU000078-RA	3
OTAU000079-RA	34
OTAU000080-RA	246
OTAU000081-RA	103
OTAU000082-RA	19
OTAU000083-RA	6
OTAU000084-RA	391
OTAU000085-RA	97
OTAU000086-RA	93
OTAU000087-RA	7
OTAU000088-RA	21
OTAU000089-RA	2338
OTAU000090-RA	1312
OTAU000091-RA	2078
OTAU000092-RA	383
OTAU000093-RA	503
OTAU000094-RA	1060
OTAU000095-RA	401
OTAU000096-RA	190
OTAU000097-RA	396
OTAU000098-RA	54
OTAU000099-RA	1061
OTAU000100-RA	223
OTAU000101-RA	2988
OTAU000102-RA	977
OTAU000103-RA	1489
OTAU000104-RA	17
OTAU000105-RA	348
OTAU000106-RA	249
OTAU000107-RA	1535
OTAU000108-RA	1689
OTAU000109-RA	20
OTAU000110-RA	2
OTAU000111-RA	804
OTAU000112-RA	19
OTAU000113-RA	848
OTAU000114-RA	0
OTAU000115-RA	645
OTAU000116-RA	877
OTAU000117-RA	330
OTAU000118-RA	0
OTAU000119-RA	0
OTAU000120-RA	1154
OTAU000121-RA	42
OTAU000122-RA	258
OTAU000123-RA	309
OTAU000124-RA	4444
OTAU000125-RA	2434
OTAU000126-RA	0
OTAU000127-RA	189
OTAU000128-RA	128
OTAU000129-RA	261
OTAU000130-RA	572
OTAU000131-RA	358
OTAU000132-RA	6208
OTAU000133-RA	577
OTAU000134-RA	6
OTAU000135-RA	25
OTAU000136-RA	80
OTAU000137-RA	802
OTAU000138-RA	365
OTAU000139-RA	1163
OTAU000140-RA	668
OTAU000141-RA	7
OTAU000142-RA	0
OTAU000143-RA	145
OTAU000144-RA	31
OTAU000145-RA	0
OTAU000146-RA	0
OTAU000147-RA	0
OTAU000148-RA	332
OTAU000149-RA	7
OTAU000150-RA	0
OTAU000151-RA	31
OTAU000152-RA	44
OTAU000153-RA	1074
OTAU000154-RA	76
OTAU000155-RA	100
OTAU000156-RA	202
OTAU000157-RA	1814
OTAU000158-RA	0
OTAU000159-RA	1
OTAU000160-RA	3
OTAU000161-RA	19
OTAU000162-RA	736
OTAU000163-RA	161
OTAU000164-RA	238
OTAU000165-RA	69
OTAU000166-RA	1344
OTAU000167-RA	1339
OTAU000168-RA	0
OTAU000169-RA	363
OTAU000170-RA	431
OTAU000171-RA	459
OTAU000172-RA	565
OTAU000173-RA	323
OTAU000174-RA	2978
OTAU000175-RA	15
OTAU000176-RA	499
OTAU000177-RA	0
OTAU000178-RA	96
OTAU000179-RA	5
OTAU000180-RA	1011
OTAU000181-RA	2996
OTAU000182-RA	370
OTAU000183-RA	249
OTAU000184-RA	0
OTAU000185-RA	125
OTAU000186-RA	0
OTAU000187-RA	411
OTAU000188-RA	313
OTAU000189-RA	75
OTAU000190-RA	5
OTAU000191-RA	1
OTAU000192-RA	78
OTAU000193-RA	361
OTAU000194-RA	737
OTAU000195-RA	3
OTAU000196-RA	249
OTAU000197-RA	0
OTAU000198-RA	111
OTAU000199-RA	3261
OTAU000200-RA	407
OTAU000201-RA	3566
OTAU000202-RA	306
OTAU000203-RA	179
OTAU000204-RA	1
OTAU000205-RA	3262
OTAU000206-RA	3
OTAU000207-RA	0
OTAU000208-RA	933
OTAU000209-RA	13
OTAU000210-RA	263
OTAU000211-RA	1
OTAU000212-RA	40
OTAU000213-RA	3191
OTAU000214-RA	5572
OTAU000215-RA	18
OTAU000216-RA	5422
OTAU000217-RA	56
OTAU000218-RA	218
OTAU000219-RA	1165
OTAU000220-RA	436
OTAU000221-RA	0
OTAU000222-RA	1
OTAU000223-RA	50
OTAU000224-RA	424
OTAU000225-RA	271
OTAU000226-RA	453
OTAU000227-RA	7
OTAU000228-RA	26
OTAU000229-RA	318
OTAU000230-RA	72
OTAU000231-RA	66
OTAU000232-RA	181
OTAU000233-RA	1537
OTAU000234-RA	17921
