OTAU000001-RA	0
OTAU000002-RA	1633
OTAU000003-RA	2203
OTAU000004-RA	0
OTAU000005-RA	40
OTAU000006-RA	154
OTAU000007-RA	0
OTAU000008-RA	1868
OTAU000009-RA	715
OTAU000010-RA	13
OTAU000011-RA	0
OTAU000012-RA	73
OTAU000013-RA	543
OTAU000014-RA	41
OTAU000015-RA	5474
OTAU000016-RA	2655
OTAU000017-RA	333
OTAU000018-RA	146
OTAU000019-RA	362
OTAU000020-RA	1
OTAU000021-RA	92
OTAU000022-RA	249
OTAU000023-RA	0
OTAU000024-RA	3835
OTAU000025-RA	858
OTAU000026-RA	0
OTAU000027-RA	37
OTAU000028-RA	0
OTAU000029-RA	413
OTAU000030-RA	21298
OTAU000031-RA	962
OTAU000032-RA	885
OTAU000033-RA	177
OTAU000034-RA	0
OTAU000035-RA	530
OTAU000036-RA	187
OTAU000037-RA	455
OTAU000038-RA	110
OTAU000039-RA	0
OTAU000040-RA	0
OTAU000041-RA	683
OTAU000042-RA	222
OTAU000043-RA	1933
OTAU000044-RA	9
OTAU000045-RA	855
OTAU000046-RA	178
OTAU000047-RA	1397
OTAU000048-RA	3
OTAU000049-RA	0
OTAU000050-RA	291
OTAU000051-RA	188
OTAU000052-RA	1751
OTAU000053-RA	0
OTAU000054-RA	897
OTAU000055-RA	596
OTAU000056-RA	842
OTAU000057-RA	1983
OTAU000058-RA	22
OTAU000059-RA	1153
OTAU000060-RA	109
OTAU000061-RA	542
OTAU000062-RA	1464
OTAU000063-RA	181
OTAU000064-RA	10
OTAU000065-RA	7
OTAU000066-RA	281
OTAU000067-RA	18
OTAU000068-RA	325
OTAU000069-RA	23
OTAU000070-RA	56
OTAU000071-RA	20
OTAU000072-RA	0
OTAU000073-RA	57
OTAU000074-RA	640
OTAU000075-RA	24
OTAU000076-RA	3
OTAU000077-RA	565
OTAU000078-RA	2
OTAU000079-RA	18
OTAU000080-RA	238
OTAU000081-RA	122
OTAU000082-RA	28
OTAU000083-RA	18
OTAU000084-RA	236
OTAU000085-RA	25
OTAU000086-RA	2
OTAU000087-RA	0
OTAU000088-RA	25
OTAU000089-RA	1876
