OTAU000001-RA	0
OTAU000002-RA	888
OTAU000003-RA	1340
OTAU000004-RA	0
OTAU000005-RA	51
OTAU000006-RA	77
OTAU000007-RA	1
OTAU000008-RA	1499
OTAU000009-RA	464
OTAU000010-RA	27
OTAU000011-RA	0
OTAU000012-RA	104
OTAU000013-RA	320
OTAU000014-RA	17
OTAU000015-RA	2850
OTAU000016-RA	1141
OTAU000017-RA	309
OTAU000018-RA	94
OTAU000019-RA	111
OTAU000020-RA	1
OTAU000021-RA	132
OTAU000022-RA	172
OTAU000023-RA	0
OTAU000024-RA	1887
OTAU000025-RA	1216
OTAU000026-RA	0
OTAU000027-RA	71
OTAU000028-RA	1
OTAU000029-RA	401
OTAU000030-RA	9482
OTAU000031-RA	710
OTAU000032-RA	783
OTAU000033-RA	199
OTAU000034-RA	36
OTAU000035-RA	667
OTAU000036-RA	181
OTAU000037-RA	546
OTAU000038-RA	140
OTAU000039-RA	1
OTAU000040-RA	0
OTAU000041-RA	321
OTAU000042-RA	214
OTAU000043-RA	1558
OTAU000044-RA	5
OTAU000045-RA	533
OTAU000046-RA	247
OTAU000047-RA	2893
OTAU000048-RA	6
OTAU000049-RA	0
OTAU000050-RA	203
OTAU000051-RA	81
OTAU000052-RA	1591
OTAU000053-RA	0
OTAU000054-RA	1126
OTAU000055-RA	456
OTAU000056-RA	855
OTAU000057-RA	1541
OTAU000058-RA	25
OTAU000059-RA	740
OTAU000060-RA	270
OTAU000061-RA	382
OTAU000062-RA	667
OTAU000063-RA	137
OTAU000064-RA	14
OTAU000065-RA	11
OTAU000066-RA	259
OTAU000067-RA	10
OTAU000068-RA	80
OTAU000069-RA	14
OTAU000070-RA	46
OTAU000071-RA	14
OTAU000072-RA	1
OTAU000073-RA	70
OTAU000074-RA	1113
OTAU000075-RA	46
OTAU000076-RA	9
OTAU000077-RA	62
OTAU000078-RA	2
OTAU000079-RA	64
OTAU000080-RA	171
OTAU000081-RA	66
OTAU000082-RA	28
OTAU000083-RA	7
OTAU000084-RA	393
OTAU000085-RA	50
OTAU000086-RA	67
OTAU000087-RA	11
OTAU000088-RA	41
OTAU000089-RA	2057
OTAU000090-RA	1027
OTAU000091-RA	1563
OTAU000092-RA	262
OTAU000093-RA	315
OTAU000094-RA	732
OTAU000095-RA	416
OTAU000096-RA	203
OTAU000097-RA	337
OTAU000098-RA	38
OTAU000099-RA	791
OTAU000100-RA	181
OTAU000101-RA	3084
OTAU000102-RA	686
OTAU000103-RA	1082
OTAU000104-RA	8
OTAU000105-RA	330
OTAU000106-RA	218
OTAU000107-RA	1300
OTAU000108-RA	1310
OTAU000109-RA	0
OTAU000110-RA	0
OTAU000111-RA	500
OTAU000112-RA	6
OTAU000113-RA	633
OTAU000114-RA	0
OTAU000115-RA	568
OTAU000116-RA	974
OTAU000117-RA	304
OTAU000118-RA	0
OTAU000119-RA	0
OTAU000120-RA	954
OTAU000121-RA	42
OTAU000122-RA	248
OTAU000123-RA	195
OTAU000124-RA	3108
OTAU000125-RA	1683
OTAU000126-RA	0
OTAU000127-RA	129
OTAU000128-RA	84
OTAU000129-RA	181
OTAU000130-RA	382
OTAU000131-RA	307
OTAU000132-RA	4238
OTAU000133-RA	480
OTAU000134-RA	3
OTAU000135-RA	12
OTAU000136-RA	53
OTAU000137-RA	607
OTAU000138-RA	287
OTAU000139-RA	721
OTAU000140-RA	480
OTAU000141-RA	0
OTAU000142-RA	3
OTAU000143-RA	112
OTAU000144-RA	14
OTAU000145-RA	0
OTAU000146-RA	0
OTAU000147-RA	0
OTAU000148-RA	238
OTAU000149-RA	3
OTAU000150-RA	0
OTAU000151-RA	7
OTAU000152-RA	45
OTAU000153-RA	806
OTAU000154-RA	50
OTAU000155-RA	71
OTAU000156-RA	193
OTAU000157-RA	1711
OTAU000158-RA	0
OTAU000159-RA	4
OTAU000160-RA	4
OTAU000161-RA	21
OTAU000162-RA	661
OTAU000163-RA	97
OTAU000164-RA	208
OTAU000165-RA	18
OTAU000166-RA	1100
OTAU000167-RA	1194
OTAU000168-RA	0
OTAU000169-RA	335
OTAU000170-RA	399
OTAU000171-RA	330
OTAU000172-RA	691
OTAU000173-RA	252
OTAU000174-RA	2924
OTAU000175-RA	6
OTAU000176-RA	293
OTAU000177-RA	0
OTAU000178-RA	81
OTAU000179-RA	14
OTAU000180-RA	964
OTAU000181-RA	2896
OTAU000182-RA	476
OTAU000183-RA	191
OTAU000184-RA	0
OTAU000185-RA	145
OTAU000186-RA	0
OTAU000187-RA	354
OTAU000188-RA	324
OTAU000189-RA	45
OTAU000190-RA	4
OTAU000191-RA	1
OTAU000192-RA	79
OTAU000193-RA	211
OTAU000194-RA	549
OTAU000195-RA	1
OTAU000196-RA	247
OTAU000197-RA	0
OTAU000198-RA	103
OTAU000199-RA	2795
