OTAU000001-RA	0
OTAU000002-RA	176
OTAU000003-RA	224
OTAU000004-RA	12
OTAU000005-RA	17
OTAU000006-RA	8
OTAU000007-RA	0
OTAU000008-RA	215
OTAU000009-RA	39
OTAU000010-RA	2
OTAU000011-RA	0
OTAU000012-RA	9
OTAU000013-RA	22
OTAU000014-RA	2
OTAU000015-RA	508
OTAU000016-RA	292
OTAU000017-RA	32
OTAU000018-RA	12
OTAU000019-RA	7
OTAU000020-RA	1
OTAU000021-RA	30
OTAU000022-RA	24
OTAU000023-RA	0
OTAU000024-RA	249
OTAU000025-RA	125
OTAU000026-RA	0
OTAU000027-RA	3
OTAU000028-RA	0
OTAU000029-RA	95
OTAU000030-RA	2398
OTAU000031-RA	91
OTAU000032-RA	131
OTAU000033-RA	21
OTAU000034-RA	0
OTAU000035-RA	89
OTAU000036-RA	26
OTAU000037-RA	45
OTAU000038-RA	17
OTAU000039-RA	0
OTAU000040-RA	0
OTAU000041-RA	79
OTAU000042-RA	32
OTAU000043-RA	423
OTAU000044-RA	1
OTAU000045-RA	111
OTAU000046-RA	18
OTAU000047-RA	752
OTAU000048-RA	2
OTAU000049-RA	0
OTAU000050-RA	31
OTAU000051-RA	27
OTAU000052-RA	260
OTAU000053-RA	0
OTAU000054-RA	100
OTAU000055-RA	52
OTAU000056-RA	86
OTAU000057-RA	186
OTAU000058-RA	1
OTAU000059-RA	92
OTAU000060-RA	1
OTAU000061-RA	46
OTAU000062-RA	141
OTAU000063-RA	16
OTAU000064-RA	1
OTAU000065-RA	82
OTAU000066-RA	32
OTAU000067-RA	2
OTAU000068-RA	24
OTAU000069-RA	5
OTAU000070-RA	5
OTAU000071-RA	3
OTAU000072-RA	0
OTAU000073-RA	2
OTAU000074-RA	23
OTAU000075-RA	13
OTAU000076-RA	1
OTAU000077-RA	7
OTAU000078-RA	0
OTAU000079-RA	5
OTAU000080-RA	48
OTAU000081-RA	24
OTAU000082-RA	3
OTAU000083-RA	2
OTAU000084-RA	39
OTAU000085-RA	0
OTAU000086-RA	0
OTAU000087-RA	0
OTAU000088-RA	2
OTAU000089-RA	104
OTAU000090-RA	128
OTAU000091-RA	277
OTAU000092-RA	84
OTAU000093-RA	40
OTAU000094-RA	344
OTAU000095-RA	60
OTAU000096-RA	9
OTAU000097-RA	200
OTAU000098-RA	5
OTAU000099-RA	137
OTAU000100-RA	41
OTAU000101-RA	293
OTAU000102-RA	39
OTAU000103-RA	145
OTAU000104-RA	0
OTAU000105-RA	43
OTAU000106-RA	40
OTAU000107-RA	180
OTAU000108-RA	240
OTAU000109-RA	0
OTAU000110-RA	0
OTAU000111-RA	16
OTAU000112-RA	1
OTAU000113-RA	66
OTAU000114-RA	0
OTAU000115-RA	96
OTAU000116-RA	96
OTAU000117-RA	126
OTAU000118-RA	0
OTAU000119-RA	0
OTAU000120-RA	199
OTAU000121-RA	2
OTAU000122-RA	36
